UID,Category,ObsDate,Log,Male1ID,FemID,Bird2ID,DisplayShort,DisplayShort_AfterCop,DisplayCode,DisplayCode_AfterCop,Duration,DisplayCode_Raw,DisplayCode_Compressed,DisplayLength,UniqueDisplayElements,Entropy_Unscaled,Entropy_Scaled,Compression_Length,Compression_Ratio
777,SOLO,2017-10-19,FalseLog,980,NA,NA,Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Taf;Taf;Bow;Bow;Bow;Bow;HafB;Bow;ALAD;HdBw;Zro;Zro;Zro;Othr;Bow;ALAD;HdBw;Zro;Zro;Zro;Zro;Zro;Zro;SLAD;Zro;Bow;Bow;ALAD;HdBw;Zro,NA,DDDDBFAAJJDDDDEDBFAAALDBFAAAAAACADDBFA,NA,177.32100000000003,,,38,8,2.3762099780623203,0.79206999268744,26,1.4615384615384615
797,AUDI,2017-10-19,Luis,296,8200,NA,Taf;Taf;Taf;Taf;Taf;ALAD;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Taf;Taf;Neck,NA,JJJJJBFIIIIIIIIIDDDDDDDDDDDDDDJJI,NA,103.518,,,33,5,1.8270082311135045,0.7868496165477225,26,1.2692307692307692
804,SOLO,2017-10-19,Luis,296,NA,NA,Bow;Bow;ALAD;HdBw;Zro;ALAD;HdBw;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw,NA,DDBFABFDDDDDDDBF,NA,111.2,,,16,4,1.6225562489182659,0.8112781244591329,16,1
81,AUDI,2017-09-16,Luis,296,294,NA,Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Taf;Taf;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;HafB;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck,NA,HHHHIIIIJJDDDDDIIIIIEBFFFFFFFFFFFIII,NA,67,,,36,7,2.3176211601061745,0.8255533142234515,24,1.5
813,SOLO,2017-10-20,FalseLog,980,NA,NA,HafB;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Swtc;Swtc;Swtc;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro,NA,EDDDDDDBFAAHHHDDDDDDBFAAA,NA,148.798,,,25,6,2.1084930703645584,0.8156764633051072,21,1.1904761904761905
816,SOLO,2017-10-20,FalseLog,980,NA,NA,Bow;Bow;Bow;ALAD;HdBw;Zro;Mix;Mix;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Othr;Bow;Bow;Bow;ALAD;HdBw;Zro,NA,DDDBFAKKDDDDBFAALDDDBFA,NA,88.722,,,23,6,2.230994305917858,0.8630664101686011,21,1.0952380952380953
817,SOLO,2017-10-20,FalseLog,980,NA,NA,ALAD;HdBw;Zro;Bow;Bow;Bow;ALAD;HdBw;Zro;ALAD;HdBw;Zro;Othr;HafB;Othr;HafB;Bow;Bow;ALAD;HdBw;Zro,NA,BFADDDBFABFALELEDDBFA,NA,85.502,,,21,6,2.5061440668531976,0.9695088675963501,20,1.05
819,AUDI,2017-10-20,FalseLog,980,8200,NA,Taf;Taf;Taf;Taf;Taf;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Bow;Taf;Taf;Taf;Taf;Taf;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Taf;Taf,NA,JJJJJDDDDDDDDDDDDDDDBFFFFFFFDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBFFFFFFFFFDDDJJJJJDDDDDDDDDDDDDDDDDDDDBFFFFDDJJ,NA,276.45099999999996,,,125,4,1.2179460600362046,0.6089730300181023,32,3.90625
820,SOLO,2017-10-20,FalseLog,980,NA,NA,Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;SLAD;Othr,NA,DDDBFAADDDBFAACL,NA,75.036,,,16,6,2.2806390622295662,0.8822716235122601,19,0.8421052631578947
852,SOLO,2017-10-21,FalseLog,980,NA,NA,Zro;Taf;Taf;Othr;Othr;ALAD;HdBw;SLAD;Zro;Neck;Neck;Bow;Othr;ALAD;HdBw;Neck;Zro;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Bow;Bow;Bow;Bow;Othr;ALAD;HdBw;Zro;SLAD;Zro;Bow;Zro;HafB;Bow;Mix;Bow;ALAD;HdBw;Zro;Zro;Bow;ALAD;HdBw;Zro;Zro;ALAD;HdBw;Zro;Zro,NA,AJJLLBFCAIIDLBFIADDDDBFADDDDLBFACADAEDKDBFAADBFAABFAA,NA,338.133,,,53,10,2.8549150001737966,0.859415050123353,34,1.5588235294117647
855,SOLO,2017-10-21,FalseLog,980,NA,NA,Zro;SLAD;HafB;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro;Othr;Othr;Bow;Bow;Mix;Bow;ALAD;HdBw;Zro;Zro;Zro;SLAD;Zro;Bow;Bow;Zro;Zro;Zro;SLAD;Zro;Zro;Zro,NA,ACEDDDDBFAAALLDDKDBFAAACADDAAACAAA,NA,144.936,,,34,8,2.3643104464282585,0.7881034821427528,28,1.2142857142857142
881,SOLO,2017-10-22,FalseLog,980,NA,NA,Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;SLAD;Zro;Zro;Bow,NA,DDDDBFAACAAD,NA,67.26700000000001,,,12,5,1.9508257945180885,0.8401749385838427,16,0.75
882,SOLO,2017-10-22,FalseLog,980,NA,NA,Zro;Zro;SLAD;Bow;HafB;Bow;ALAD;HdBw;Zro;Zro;Zro;SLAD;Zro;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;SLAD;Zro;Othr;Bow;ALAD;HdBw;Zro;Zro,NA,AACDEDBFAAACADDDDBFAACALDBFAA,NA,137.787,,,29,7,2.376260485958472,0.8464410635392091,22,1.3181818181818181
885,SOLO,2017-10-22,FalseLog,980,NA,NA,Othr;Othr;Mix;Bow;Bow;ALAD;HdBw;Zro;Zro;Bow;Othr;Bow;Bow;ALAD;HdBw;Zro;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw,NA,LLKDDBFAADLDDBFADDDDDBF,NA,110.246,,,23,6,2.252308436164513,0.8713118412882822,21,1.0952380952380953
886,SOLO,2017-10-22,FalseLog,980,NA,NA,Othr;Zro;Zro;SLAD;Zro;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro,NA,LAACADDDDBFAA,NA,75.98,,,13,6,2.1920058354921066,0.8479836109346183,17,0.7647058823529411
888,AUDI,2017-10-22,FalseLog,980,8200,NA,Taf;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Metr;Metr;Metr;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck,NA,JJIIIIIIIDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBFFFFFFGGGIIIIIIIIIIIIIII,NA,121.692,,,68,6,1.7735526247941265,0.6861038116797975,24,2.8333333333333335
919,SOLO,2017-09-23,FalseLog,980,NA,NA,Zro;Bow;Othr;Bow;Othr;ALAD;HdBw;Zro;Zro;Taf;Taf;Zro,NA,ADLDLBFAAJJA,NA,81.7,,,12,6,2.4182958340544896,0.9355245321275765,16,0.75
940,SOLO,2017-10-24,FalseLog,980,NA,NA,Zro;Zro;Zro;SLAD;Bow;Bow;ALAD;HdBw;Zro;Zro;ALAD;Zro;ALAD;HdBw;Zro;ALAD;HdBw;Zro,NA,AAACDDBFAABABFABFA,NA,119.47,,,18,5,2.016875695766564,0.8686210827146237,17,1.0588235294117647
962,SOLO,2017-10-25,FalseLog,980,NA,NA,Zro;SLAD;Zro;SLAD;Zro;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro;SLAD;Zro;Zro;ALAD;HdBw;Zro;Zro;SLAD;Zro;Bow;Bow;ALAD;HdBw;Zro;Zro;SLAD;Zro,NA,ACACADDBFAAACAABFAACADDBFAACA,NA,194.607,,,29,5,2.015829809349289,0.8681706439522959,20,1.45
967,SOLO,2017-10-25,FalseLog,980,NA,NA,ALAD;Zro;HafB;Bow;Bow;ALAD;HdBw;Zro;Zro;SLAD;Zro;ALAD;HdBw;Zro;SLAD;Zro,NA,BAEDDBFAACABFACA,NA,162.931,,,16,6,2.35845859334435,0.91237632758168985,19,0.8421052631578947
968,AUDI,2017-10-25,FalseLog,980,8400,NA,Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw,NA,IIIIIIIIIIIIIIIIIDDDDDDDDIIIIDDDDDDDDDDDDDDDDDDIIIDDDDDDDDDDBFFFFFFFFFFIJIIIIIIIDDDDDDDIIDDDDDDDDDDDDDDDDDDDDDDDDDDIIIIIIIDDDDDIIDBFFFFF,NA,285,,,136,5,1.491182362033361,0.6422172871402803,40,3.4
975,SOLO,2017-10-25,Landslide,8000,NA,NA,SLAD;Bow;Bow;ALAD;Mix;Zro;ALAD;HdBw;Zro;Zro;Zro;Zro;SLAD;Zro;SLAD;Bow;ALAD;HdBw;HafB;Zro;SLAD;Bow;ALAD;HdBw;Zro;Zro;Bow;ALAD;HdBw;Zro;Zro;Zro;Zro;ALAD,NA,CDDBKABFAAAACACDBFEACDBFAADBFAAAAB,NA,196.591,,,34,7,2.404370729056282,0.8564541341620028,26,1.3076923076923077
989,COP,2017-10-26,FalseLog,980,8200,NA,Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;Cop,;Bow;Bow;ALAD;Cop;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck,DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBN,DDBNIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII,137.602,,,53,3,0.269548899081194,0.1700664204727554,15,3.533333333333333
991,COP,2017-10-26,FalseLog,980,8200,NA,Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;Cop,;Bow;ALAD;Cop;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck,IIIIIDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBN,DBNIIIIIDDDDDDDDDDDDDDDDDDII,126.696,,,70,4,0.5838790790173729,0.29193953950868645,18,3.888888888888889
992,COP,2017-10-26,FalseLog,980,8200,NA,Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;Cop,;Bow;Bow;Bow;ALAD;Cop;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;Cop;Bow;Bow;Bow;ALAD;Cop;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck,IDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBN,DDDBNIIIIIIIIIIIIIIIIIIDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBNDDDBNIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII,131.576,,,70,4,0.3231690775068128,0.1615845387534064,17,4.117647058823529
993,AUDI,2017-10-26,FalseLog,980,972,NA,Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Taf;Swtc;Swtc;Swtc;Taf;Taf;Taf;Neck;Neck;Neck;Neck;Taf;Taf;Taf;Taf;Taf;Taf;Neck;Neck;Neck;Taf;Neck;Taf;Taf;Taf;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Taf;Taf;Taf;Taf;Taf;Neck;Neck;Taf;Taf;Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Taf;Taf;Swtc;Swtc;Swtc;Taf;Neck;Taf;Taf;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Taf;Taf,NA,JIIIIIIIIIIIIIIIIIJJHHHJJJIIIIJJJJJJIIIJIJJJIIJIIIIIIIIIIIIIIIIIIIIIIIIIIIDDDBFFFFFFFIIIIIIIIIIIIIIJJJJJJIIJJJHHHHHJJHHHHHJJJHHHJIJJIJIIIIIIIIIIIIIIIIIIIIIIIIIIIIIDDIIIIIIIIIIIIIIIIIIIDBFFFFFFFFFFFFFFIIIIIIIIIJJJ,NA,350.137,,,212,6,1.7014204435106666,0.6581992748583402,58,3.6551724137931036
